Package version:,2.1.7
Scenario:,apartment1
Connectivity:,global
Planner type:,objectsearch
Robot count:,3
Branch reuse:,enabled
Local reward:,enabled
Min. tree age:,48
Iteration discount:,0.8
Exploration factor:,0.2
Min plan value:,0.001
Action caching:,disabled
ROS time multiplier:,1

Time [s], Map uncertainty (global) [-], Map uncertainty (GS) [-], Total distance [m], Distance (robot 1) [m], Map uncertainty (robot 1) [-], Distance (robot 2) [m], Map uncertainty (robot 2) [-], Distance (robot 3) [m], Map uncertainty (robot 3) [-], Navigation failures
83.6778, 0.665277, 0.655859, 95.9385, 52.5702, 0.655859, 9.80914, 0.655859, 33.5592, 0.655859, 0
84.0878, 0.665277, 0.655859, 95.9385, 52.5702, 0.655859, 9.80914, 0.655859, 33.5592, 0.655859, 0
84.4734, 0.665277, 0.655859, 95.9385, 52.5702, 0.655859, 9.80914, 0.655859, 33.5592, 0.655859, 0
84.8549, 0.665277, 0.655859, 95.9385, 52.5702, 0.655859, 9.80914, 0.655859, 33.5592, 0.655859, 0
85.2403, 0.665277, 0.655859, 95.9385, 52.5702, 0.655859, 9.80914, 0.655859, 33.5592, 0.655859, 0
85.6422, 0.665277, 0.655859, 95.9385, 52.5702, 0.655859, 9.80914, 0.655859, 33.5592, 0.655859, 0
86.0154, 0.665277, 0.655859, 95.9385, 52.5702, 0.655859, 9.80914, 0.655859, 33.5592, 0.655859, 0
86.3523, 0.665277, 0.655859, 95.9385, 52.5702, 0.655859, 9.80914, 0.655859, 33.5592, 0.655859, 0
86.7457, 0.665277, 0.655859, 95.9385, 52.5702, 0.655859, 9.80914, 0.655859, 33.5592, 0.655859, 0
87.095, 0.665277, 0.655859, 95.9385, 52.5702, 0.655859, 9.80914, 0.655859, 33.5592, 0.655859, 0
87.4562, 0.665277, 0.655859, 95.9385, 52.5702, 0.655859, 9.80914, 0.655859, 33.5592, 0.655859, 0
87.8134, 0.665277, 0.655859, 95.9385, 52.5702, 0.655859, 9.80914, 0.655859, 33.5592, 0.655859, 0
88.2068, 0.665277, 0.655859, 95.9385, 52.5702, 0.655859, 9.80914, 0.655859, 33.5592, 0.655859, 0
88.6128, 0.665277, 0.655859, 95.9385, 52.5702, 0.655859, 9.80914, 0.655859, 33.5592, 0.655859, 0
88.9701, 0.665277, 0.655859, 95.9385, 52.5702, 0.655859, 9.80914, 0.655859, 33.5592, 0.655859, 0
89.3636, 0.665277, 0.655859, 95.9385, 52.5702, 0.655859, 9.80914, 0.655859, 33.5592, 0.655859, 0
89.7531, 0.665277, 0.655859, 95.9385, 52.5702, 0.655859, 9.80914, 0.655859, 33.5592, 0.655859, 0
90.1062, 0.665277, 0.655859, 95.9385, 52.5702, 0.655859, 9.80914, 0.655859, 33.5592, 0.655859, 0
90.4675, 0.665277, 0.655859, 95.9385, 52.5702, 0.655859, 9.80914, 0.655859, 33.5592, 0.655859, 0
90.8573, 0.665277, 0.655859, 95.9385, 52.5702, 0.655859, 9.80914, 0.655859, 33.5592, 0.655859, 0
91.1982, 0.665277, 0.655859, 95.9385, 52.5702, 0.655859, 9.80914, 0.655859, 33.5592, 0.655859, 0
91.5389, 0.665277, 0.655859, 95.9385, 52.5702, 0.655859, 9.80914, 0.655859, 33.5592, 0.655859, 0
91.8917, 0.665277, 0.655859, 95.9385, 52.5702, 0.655859, 9.80914, 0.655859, 33.5592, 0.655859, 0
92.2285, 0.665277, 0.655859, 95.9385, 52.5702, 0.655859, 9.80914, 0.655859, 33.5592, 0.655859, 0
92.6221, 0.665277, 0.655859, 95.9385, 52.5702, 0.655859, 9.80914, 0.655859, 33.5592, 0.655859, 0
93.0118, 0.665277, 0.655859, 95.9385, 52.5702, 0.655859, 9.80914, 0.655859, 33.5592, 0.655859, 0
93.3608, 0.665277, 0.655859, 95.9385, 52.5702, 0.655859, 9.80914, 0.655859, 33.5592, 0.655859, 0
93.7018, 0.665277, 0.655859, 95.9385, 52.5702, 0.655859, 9.80914, 0.655859, 33.5592, 0.655859, 0
94.0913, 0.665277, 0.655859, 95.9385, 52.5702, 0.655859, 9.80914, 0.655859, 33.5592, 0.655859, 0
94.4487, 0.665277, 0.655859, 95.9385, 52.5702, 0.655859, 9.80914, 0.655859, 33.5592, 0.655859, 0
