Package version:,2.1.7
Scenario:,apartment1
Connectivity:,global
Planner type:,objectsearch
Robot count:,3
Branch reuse:,enabled
Local reward:,enabled
Min. tree age:,48
Iteration discount:,0.8
Exploration factor:,0.2
Min plan value:,0.001
Action caching:,disabled
ROS time multiplier:,1

Time [s], Map uncertainty (global) [-], Map uncertainty (GS) [-], Total distance [m], Distance (robot 1) [m], Map uncertainty (robot 1) [-], Distance (robot 2) [m], Map uncertainty (robot 2) [-], Distance (robot 3) [m], Map uncertainty (robot 3) [-], Navigation failures
49.0492, 0.955917, 0.940365, 0, 0, 0.940365, 0, 0.940365, 0, 0.940365, 0
49.4267, 0.955917, 0.940365, 0, 0, 0.940365, 0, 0.940365, 0, 0.940365, 0
49.7962, 0.955917, 0.940365, 0, 0, 0.940365, 0, 0.940365, 0, 0.940365, 0
50.2018, 0.955917, 0.940365, 0, 0, 0.940365, 0, 0.940365, 0, 0.940365, 0
50.5753, 0.955917, 0.940365, 0, 0, 0.940365, 0, 0.940365, 0, 0.940365, 0
50.9365, 0.955917, 0.940365, 0, 0, 0.940365, 0, 0.940365, 0, 0.940365, 0
51.2934, 0.955917, 0.940365, 0, 0, 0.940365, 0, 0.940365, 0, 0.940365, 0
51.6709, 0.955917, 0.940365, 0, 0, 0.940365, 0, 0.940365, 0, 0.940365, 0
52.0645, 0.955917, 0.940365, 0, 0, 0.940365, 0, 0.940365, 0, 0.940365, 0
52.4459, 0.955917, 0.940365, 0, 0, 0.940365, 0, 0.940365, 0, 0.940365, 0
52.8233, 0.955917, 0.940365, 0, 0, 0.940365, 0, 0.940365, 0, 0.940365, 0
53.2008, 0.955917, 0.940365, 0, 0, 0.940365, 0, 0.940365, 0, 0.940365, 0
53.5377, 0.955917, 0.940365, 0, 0, 0.940365, 0, 0.940365, 0, 0.940365, 0
53.903, 0.955917, 0.940365, 0, 0, 0.940365, 0, 0.940365, 0, 0.940365, 0
54.2803, 0.955917, 0.940365, 0, 0, 0.940365, 0, 0.940365, 0, 0.940365, 0
54.629, 0.955917, 0.940365, 0, 0, 0.940365, 0, 0.940365, 0, 0.940365, 0
54.9982, 0.955917, 0.940365, 0, 0, 0.940365, 0, 0.940365, 0, 0.940365, 0
55.3634, 0.955917, 0.940365, 0, 0, 0.940365, 0, 0.940365, 0, 0.940365, 0
55.7084, 0.955917, 0.940365, 0, 0, 0.940365, 0, 0.940365, 0, 0.940365, 0
56.1019, 0.955917, 0.940365, 0, 0, 0.940365, 0, 0.940365, 0, 0.940365, 0
56.4795, 0.955917, 0.940365, 0, 0, 0.940365, 0, 0.940365, 0, 0.940365, 0
56.8691, 0.955917, 0.940365, 0, 0, 0.940365, 0, 0.940365, 0, 0.940365, 0
57.2466, 0.955917, 0.940365, 0, 0, 0.940365, 0, 0.940365, 0, 0.940365, 0
57.5913, 0.955917, 0.940365, 0, 0, 0.940365, 0, 0.940365, 0, 0.940365, 0
57.9564, 0.955917, 0.940365, 0, 0, 0.940365, 0, 0.940365, 0, 0.940365, 0
58.3421, 0.955917, 0.940365, 0, 0, 0.940365, 0, 0.940365, 0, 0.940365, 0
58.6913, 0.955917, 0.940365, 0, 0, 0.940365, 0, 0.940365, 0, 0.940365, 0
59.0851, 0.955917, 0.940365, 0, 0, 0.940365, 0, 0.940365, 0, 0.940365, 0
59.4545, 0.955917, 0.940365, 0, 0, 0.940365, 0, 0.940365, 0, 0.940365, 0
59.8363, 0.955917, 0.940365, 0, 0, 0.940365, 0, 0.940365, 0, 0.940365, 0
60.2384, 0.955917, 0.940365, 0, 0, 0.940365, 0, 0.940365, 0, 0.940365, 0
60.6119, 0.955917, 0.940365, 0, 0, 0.940365, 0, 0.940365, 0, 0.940365, 0
60.9528, 0.955917, 0.940365, 0, 0, 0.940365, 0, 0.940365, 0, 0.940365, 0
61.306, 0.955917, 0.940365, 0, 0, 0.940365, 0, 0.940365, 0, 0.940365, 0
61.6754, 0.955917, 0.940365, 0, 0, 0.940365, 0, 0.940365, 0, 0.940365, 0
62.0285, 0.955917, 0.940365, 0, 0, 0.940365, 0, 0.940365, 0, 0.940365, 0
62.3979, 0.955917, 0.940365, 0, 0, 0.940365, 0, 0.940365, 0, 0.940365, 0
62.751, 0.955917, 0.940365, 0, 0, 0.940365, 0, 0.940365, 0, 0.940365, 0
63.1, 0.955917, 0.940365, 0, 0, 0.940365, 0, 0.940365, 0, 0.940365, 0
63.4778, 0.955917, 0.940365, 0, 0, 0.940365, 0, 0.940365, 0, 0.940365, 0
63.8348, 0.955917, 0.940365, 0, 0, 0.940365, 0, 0.940365, 0, 0.940365, 0
64.1879, 0.955917, 0.940365, 0, 0, 0.940365, 0, 0.940365, 0, 0.940365, 0
64.5409, 0.955917, 0.940365, 0, 0, 0.940365, 0, 0.940365, 0, 0.940365, 0
64.9224, 0.955917, 0.940365, 0, 0, 0.940365, 0, 0.940365, 0, 0.940365, 0
65.3162, 0.955917, 0.940365, 0, 0, 0.940365, 0, 0.940365, 0, 0.940365, 0
65.6896, 0.955917, 0.940365, 0, 0, 0.940365, 0, 0.940365, 0, 0.940365, 0
66.063, 0.955917, 0.940365, 0, 0, 0.940365, 0, 0.940365, 0, 0.940365, 0
66.4405, 0.955917, 0.940365, 0, 0, 0.940365, 0, 0.940365, 0, 0.940365, 0
66.7977, 0.955917, 0.940365, 0, 0, 0.940365, 0, 0.940365, 0, 0.940365, 0
67.1673, 0.955917, 0.940365, 0, 0, 0.940365, 0, 0.940365, 0, 0.940365, 0
67.5531, 0.955917, 0.940365, 0, 0, 0.940365, 0, 0.940365, 0, 0.940365, 0
67.9307, 0.955917, 0.940365, 0, 0, 0.940365, 0, 0.940365, 0, 0.940365, 0
68.3202, 0.955917, 0.940365, 0, 0, 0.940365, 0, 0.940365, 0, 0.940365, 0
68.6732, 0.955917, 0.940365, 0, 0, 0.940365, 0, 0.940365, 0, 0.940365, 0
69.071, 0.955917, 0.940365, 0, 0, 0.940365, 0, 0.940365, 0, 0.940365, 0
69.4728, 0.955917, 0.940365, 0, 0, 0.940365, 0, 0.940365, 0, 0.940365, 0
69.8382, 0.955917, 0.940365, 0, 0, 0.940365, 0, 0.940365, 0, 0.940365, 0
70.2277, 0.955917, 0.940365, 0, 0, 0.940365, 0, 0.940365, 0, 0.940365, 0
70.5728, 0.955917, 0.940365, 0, 0, 0.940365, 0, 0.940365, 0, 0.940365, 0
70.9424, 0.955917, 0.940365, 0, 0, 0.940365, 0, 0.940365, 0, 0.940365, 0
71.3322, 0.955917, 0.940365, 0, 0, 0.940365, 0, 0.940365, 0, 0.940365, 0
71.6977, 0.955917, 0.940365, 0, 0, 0.940365, 0, 0.940365, 0, 0.940365, 0
72.0792, 0.955917, 0.940365, 0, 0, 0.940365, 0, 0.940365, 0, 0.940365, 0
72.4647, 0.955917, 0.940365, 0, 0, 0.940365, 0, 0.940365, 0, 0.940365, 0
72.8664, 0.955917, 0.940365, 0, 0, 0.940365, 0, 0.940365, 0, 0.940365, 0
73.2399, 0.955917, 0.940365, 0, 0, 0.940365, 0, 0.940365, 0, 0.940365, 0
73.6294, 0.955917, 0.940365, 0, 0, 0.940365, 0, 0.940365, 0, 0.940365, 0
74.0436, 0.955917, 0.940365, 0, 0, 0.940365, 0, 0.940365, 0, 0.940365, 0
74.417, 0.955917, 0.940365, 0, 0, 0.940365, 0, 0.940365, 0, 0.940365, 0
74.7784, 0.955917, 0.940365, 0, 0, 0.940365, 0, 0.940365, 0, 0.940365, 0
75.1519, 0.955917, 0.940365, 0, 0, 0.940365, 0, 0.940365, 0, 0.940365, 0
75.5133, 0.955917, 0.940365, 0, 0, 0.940365, 0, 0.940365, 0, 0.940365, 0
75.8788, 0.955917, 0.940365, 0, 0, 0.940365, 0, 0.940365, 0, 0.940365, 0
76.2239, 0.955917, 0.940365, 0, 0, 0.940365, 0, 0.940365, 0, 0.940365, 0
76.573, 0.955917, 0.940365, 0, 0, 0.940365, 0, 0.940365, 0, 0.940365, 0
